Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2016-01-02 06:00:00.000 +0100,Partly Cloudy,snow,-7.238888889,-12.17777778,0.88,10.7548,119,5.8443,0,1026.91,Partly cloudy until night.
2016-01-02 07:00:00.000 +0100,Partly Cloudy,snow,-6.894444444,-11.50555556,0.89,9.9337,127,6.4883,0,1027.26,Partly cloudy until night.
2016-01-02 08:00:00.000 +0100,Partly Cloudy,snow,-7.094444444,-12.35555556,0.89,11.9301,110,5.8926,0,1027.28,Partly cloudy until night.
2016-01-02 09:00:00.000 +0100,Partly Cloudy,snow,-5.011111111,-9.05,0.82,9.2897,109,5.8604,0,1027.37,Partly cloudy until night.
2016-01-02 10:00:00.000 +0100,Partly Cloudy,snow,-2.955555556,-7.994444444,0.71,14.7959,112,7.6636,0,1027.16,Partly cloudy until night.
2016-01-02 11:00:00.000 +0100,Partly Cloudy,snow,-2.266666667,-7.505555556,0.68,16.6313,119,7.8085,0,1027.18,Partly cloudy until night.
2016-01-02 12:00:00.000 +0100,Partly Cloudy,snow,-2.222222222,-6.9,0.67,13.8782,111,9.7566,0,1026.59,Partly cloudy until night.
2016-01-02 13:00:00.000 +0100,Partly Cloudy,snow,-2.244444444,-6.355555556,0.62,11.4149,119,10.3523,0,1026.11,Partly cloudy until night.
2016-01-02 14:00:00.000 +0100,Mostly Cloudy,snow,-2.266666667,-7.05,0.61,14.2968,81,9.982,0,1025.78,Partly cloudy until night.
2016-01-02 15:00:00.000 +0100,Mostly Cloudy,snow,-2.777777778,-8.244444444,0.64,17.2109,71,11.9784,0,1025.3,Partly cloudy until night.
2016-01-02 16:00:00.000 +0100,Mostly Cloudy,snow,-2.738888889,-8.077777778,0.64,16.5508,65,9.982,0,1025.11,Partly cloudy until night.
2016-01-02 17:00:00.000 +0100,Mostly Cloudy,snow,-2.85,-8.1,0.68,15.9873,71,9.982,0,1025.29,Partly cloudy until night.
2016-01-02 18:00:00.000 +0100,Overcast,snow,-2.85,-8.027777778,0.68,15.6009,61,11.9784,0,1024.92,Partly cloudy until night.
2016-01-02 19:00:00.000 +0100,Overcast,snow,-2.888888889,-7.677777778,0.69,13.7011,71,11.6886,0,1024.9,Partly cloudy until night.
2016-01-02 20:00:00.000 +0100,Mostly Cloudy,snow,-3.938888889,-9.455555556,0.74,16.0034,70,11.9784,0,1024.52,Partly cloudy until night.
2016-01-02 21:00:00.000 +0100,Mostly Cloudy,snow,-3.938888889,-9.1,0.74,14.3129,70,14.9086,0,1024.32,Partly cloudy until night.
2016-01-02 22:00:00.000 +0100,Mostly Cloudy,snow,-3.972222222,-9.177777778,0.72,14.4739,71,14.168,0,1023.98,Partly cloudy until night.
2016-01-02 23:00:00.000 +0100,Mostly Cloudy,snow,-4.494444444,-10.38333333,0.74,17.2109,51,14.9086,0,1023.92,Partly cloudy until night.
2016-01-03 00:00:00.000 +0100,Mostly Cloudy,snow,-4.566666667,-9.866666667,0.72,14.2968,61,14.9086,0,1023.53,Mostly cloudy throughout the day.
2016-01-03 01:00:00.000 +0100,Overcast,snow,-4.538888889,-9.283333333,0.75,12.0106,81,14.168,0,1022.77,Mostly cloudy throughout the day.
2016-01-03 02:00:00.000 +0100,Overcast,snow,-4.588888889,-9.211111111,0.74,11.5115,78,14.9086,0,1022.21,Mostly cloudy throughout the day.
2016-01-03 03:00:00.000 +0100,Overcast,snow,-4.611111111,-9.9,0.72,14.2002,88,14.9086,0,1021.63,Mostly cloudy throughout the day.
2016-01-03 04:00:00.000 +0100,Overcast,snow,-4.538888889,-9.155555556,0.7,11.5276,82,14.168,0,1021.35,Mostly cloudy throughout the day.
2016-01-03 05:00:00.000 +0100,Overcast,snow,-5.166666667,-10.22222222,0.69,12.6868,70,15.8263,0,1021.14,Mostly cloudy throughout the day.
2016-01-03 06:00:00.000 +0100,Overcast,snow,-5.188888889,-10.96111111,0.69,15.778,60,15.8263,0,1020.64,Mostly cloudy throughout the day.
2016-01-03 07:00:00.000 +0100,Overcast,snow,-5.988888889,-11.6,0.79,14.2485,55,14.9569,0,1020.08,Mostly cloudy throughout the day.
2016-01-03 08:00:00.000 +0100,Mostly Cloudy,snow,-6.255555556,-12.63333333,0.75,17.4524,51,14.9086,0,1019.86,Mostly cloudy throughout the day.
2016-01-03 09:00:00.000 +0100,Mostly Cloudy,snow,-6.255555556,-12.27777778,0.75,15.7619,41,14.9086,0,1019.96,Mostly cloudy throughout the day.
2016-01-03 10:00:00.000 +0100,Mostly Cloudy,snow,-5.083333333,-10.45555556,0.68,14.0875,55,14.7315,0,1019.84,Mostly cloudy throughout the day.
2016-01-03 11:00:00.000 +0100,Mostly Cloudy,snow,-5.094444444,-10.48333333,0.68,14.1519,41,15.134,0,1019.46,Mostly cloudy throughout the day.
2016-01-03 12:00:00.000 +0100,Mostly Cloudy,snow,-5.072222222,-10.43333333,0.63,14.0231,41,15.134,0,1018.57,Mostly cloudy throughout the day.
2016-01-03 13:00:00.000 +0100,Mostly Cloudy,snow,-4.038888889,-8.855555556,0.62,12.719,42,14.7315,0,1017.65,Mostly cloudy throughout the day.
2016-01-03 14:00:00.000 +0100,Mostly Cloudy,snow,-3.983333333,-9.094444444,0.57,14.0392,50,15.1823,0,1017.36,Mostly cloudy throughout the day.
2016-01-03 15:00:00.000 +0100,Mostly Cloudy,snow,-5.05,-10.71111111,0.68,15.3916,22,15.1823,0,1017.15,Mostly cloudy throughout the day.
2016-01-03 16:00:00.000 +0100,Mostly Cloudy,snow,-5.827777778,-10.88333333,0.66,12.1555,23,14.7637,0,1017.13,Mostly cloudy throughout the day.
2016-01-03 17:00:00.000 +0100,Overcast,snow,-6.233333333,-9.838888889,0.74,7.5026,20,12.2521,0,1017.03,Mostly cloudy throughout the day.
2016-01-03 18:00:00.000 +0100,Overcast,snow,-7.366666667,-7.366666667,0.8,3.1073,17,11.9784,0,1016.94,Mostly cloudy throughout the day.
2016-01-03 19:00:00.000 +0100,Overcast,snow,-7.755555556,-11.35,0.77,6.8908,313,11.6886,0,1017.09,Mostly cloudy throughout the day.
2016-01-03 20:00:00.000 +0100,Overcast,snow,-8.983333333,-13.10555556,0.84,7.6153,211,12.075,0,1017,Mostly cloudy throughout the day.
2016-01-03 21:00:00.000 +0100,Partly Cloudy,snow,-8.55,-8.55,0.84,3.0751,220,11.9784,0,1017.1,Mostly cloudy throughout the day.
2016-01-03 22:00:00.000 +0100,Mostly Cloudy,snow,-7.9,-11.83888889,0.85,7.6153,195,11.6886,0,1016.73,Mostly cloudy throughout the day.
2016-01-03 23:00:00.000 +0100,Mostly Cloudy,snow,-7.416666667,-14.63333333,0.81,20.3021,190,11.9784,0,1015.98,Mostly cloudy throughout the day.
2016-01-04 00:00:00.000 +0100,Overcast,snow,-7.994444444,-15.21111111,0.78,19.4971,179,11.9784,0,1015.48,Foggy in the afternoon.
2016-01-04 01:00:00.000 +0100,Overcast,snow,-7.961111111,-15.03888889,0.74,18.837,179,11.9784,0,1015.26,Foggy in the afternoon.
2016-01-04 02:00:00.000 +0100,Mostly Cloudy,snow,-8.861111111,-15.72222222,0.71,16.7279,161,11.8979,0,1015.04,Foggy in the afternoon.
2016-01-04 03:00:00.000 +0100,Overcast,snow,-8.883333333,-15.81666667,0.71,17.0338,161,14.9086,0,1014.26,Foggy in the afternoon.
2016-01-04 04:00:00.000 +0100,Overcast,snow,-9.027777778,-15.87777778,0.7,16.5186,153,14.168,0,1013.23,Foggy in the afternoon.
2016-01-04 05:00:00.000 +0100,Overcast,snow,-10.02222222,-16.80555556,0.74,15.2306,150,9.982,0,1012.44,Foggy in the afternoon.
2016-01-04 06:00:00.000 +0100,Partly Cloudy,snow,-10.02222222,-17.22222222,0.68,16.9694,140,14.9086,0,1011.56,Foggy in the afternoon.
2016-01-04 07:00:00.000 +0100,Mostly Cloudy,snow,-10,-16.8,0.68,15.3111,152,15.1823,0,1011.11,Foggy in the afternoon.
2016-01-04 08:00:00.000 +0100,Mostly Cloudy,snow,-8.983333333,-15.61666667,0.68,15.6331,140,15.1823,0,1010.81,Foggy in the afternoon.
2016-01-04 09:00:00.000 +0100,Mostly Cloudy,snow,-8.911111111,-15.60555556,0.73,15.939,131,15.1823,0,1009.67,Foggy in the afternoon.
2016-01-04 10:00:00.000 +0100,Mostly Cloudy,snow,-7.838888889,-14.55,0.68,17.2109,133,15.1823,0,1009,Foggy in the afternoon.
2016-01-04 11:00:00.000 +0100,Overcast,snow,-7.288888889,-13.55555556,0.67,15.7619,121,15.1823,0,1007.78,Foggy in the afternoon.
2016-01-04 12:00:00.000 +0100,Overcast,snow,-7.294444444,-13.58333333,0.74,15.8746,102,5.4418,0,1006.29,Foggy in the afternoon.
2016-01-04 13:00:00.000 +0100,Foggy,snow,-7.227777778,-12.4,0.88,11.5276,112,1.449,0,1005.43,Foggy in the afternoon.
2016-01-04 14:00:00.000 +0100,Foggy,snow,-7.266666667,-12.72777778,0.95,12.5258,111,2.4955,0,1004.98,Foggy in the afternoon.
2016-01-04 15:00:00.000 +0100,Foggy,snow,-7.244444444,-11.16111111,0.96,7.8246,91,2.5921,0,1004.09,Foggy in the afternoon.
2016-01-04 16:00:00.000 +0100,Foggy,snow,-7.144444444,-11.21111111,0.95,8.2593,110,2.737,0,1003.77,Foggy in the afternoon.
2016-01-04 17:00:00.000 +0100,Overcast,snow,-6.183333333,-9.911111111,0.88,7.8246,99,6.118,0,1003.41,Foggy in the afternoon.
2016-01-04 18:00:00.000 +0100,Overcast,snow,-6.183333333,-9.888888889,0.88,7.7763,109,7.9051,0,1002.72,Foggy in the afternoon.
2016-01-04 19:00:00.000 +0100,Overcast,snow,-6.138888889,-9.911111111,0.89,7.9695,97,9.4346,0,1002.18,Foggy in the afternoon.
2016-01-04 20:00:00.000 +0100,Overcast,snow,-6.161111111,-9.905555556,0.89,7.889,108,9.8049,0,1001.44,Foggy in the afternoon.
2016-01-04 21:00:00.000 +0100,Overcast,snow,-5.65,-8.716666667,0.85,6.4722,98,9.7083,0,1001.82,Foggy in the afternoon.
2016-01-04 22:00:00.000 +0100,Overcast,snow,-5.705555556,-5.705555556,0.89,3.0751,74,9.8371,0,1002.12,Foggy in the afternoon.
2016-01-04 23:00:00.000 +0100,Overcast,snow,-5.672222222,-5.672222222,0.89,3.0107,282,8.0017,0,1002.43,Foggy in the afternoon.
2016-01-05 00:00:00.000 +0100,Overcast,snow,-5.672222222,-5.672222222,0.88,3.0751,281,8.05,0,1002.53,Foggy starting in the morning continuing until evening.
2016-01-05 01:00:00.000 +0100,Overcast,snow,-5.622222222,-5.622222222,0.89,2.4472,315,7.5509,0,1002.67,Foggy starting in the morning continuing until evening.
2016-01-05 02:00:00.000 +0100,Overcast,snow,-5.672222222,-5.672222222,0.92,3.22,10,5.1359,0,1003.14,Foggy starting in the morning continuing until evening.
2016-01-05 03:00:00.000 +0100,Overcast,snow,-5.65,-5.65,0.92,3.22,350,5.1359,0,1003.82,Foggy starting in the morning continuing until evening.
2016-01-05 04:00:00.000 +0100,Overcast,snow,-5.572222222,-5.572222222,0.92,2.8497,334,5.7799,0,1003.83,Foggy starting in the morning continuing until evening.
2016-01-05 05:00:00.000 +0100,Overcast,snow,-5.138888889,-5.138888889,0.85,4.83,180,5.0393,0,1003.8,Foggy starting in the morning continuing until evening.
2016-01-05 06:00:00.000 +0100,Overcast,snow,-5.094444444,-5.094444444,0.85,3.4132,208,4.9427,0,1004.21,Foggy starting in the morning continuing until evening.
2016-01-05 07:00:00.000 +0100,Overcast,snow,-5.044444444,-5.044444444,0.86,3.4132,201,5.6189,0,1004.69,Foggy starting in the morning continuing until evening.
2016-01-05 08:00:00.000 +0100,Overcast,snow,-5.116666667,-5.116666667,0.92,3.2039,171,3.9606,0,1004.39,Foggy starting in the morning continuing until evening.
2016-01-05 09:00:00.000 +0100,Overcast,snow,-5.072222222,-9.1,0.92,9.2092,162,3.542,0,1005,Foggy starting in the morning continuing until evening.
2016-01-05 10:00:00.000 +0100,Overcast,snow,-4.005555556,-7.872222222,0.92,9.3219,182,4.3792,0,1005.55,Foggy starting in the morning continuing until evening.
2016-01-05 11:00:00.000 +0100,Foggy,snow,-3.938888889,-7.794444444,0.92,9.338,162,3.1395,0,1005.7,Foggy starting in the morning continuing until evening.
2016-01-05 12:00:00.000 +0100,Foggy,snow,-2.872222222,-6.461111111,0.92,9.1126,152,2.4955,0,1005.77,Foggy starting in the morning continuing until evening.
2016-01-05 13:00:00.000 +0100,Foggy,snow,-2.788888889,-6.438888889,0.92,9.3863,140,1.932,0,1005.35,Foggy starting in the morning continuing until evening.
2016-01-05 14:00:00.000 +0100,Foggy,snow,-2.827777778,-6.022222222,1,7.9534,121,1.2719,0,1005.38,Foggy starting in the morning continuing until evening.
2016-01-05 15:00:00.000 +0100,Foggy,snow,-2.294444444,-6.294444444,0.96,10.948,140,0.9499,0,1006.05,Foggy starting in the morning continuing until evening.
2016-01-05 16:00:00.000 +0100,Foggy,snow,-2.25,-5.9,0.96,9.7083,102,0.8855,0,1005.83,Foggy starting in the morning continuing until evening.
2016-01-05 17:00:00.000 +0100,Foggy,snow,-2.266666667,-5.794444444,1,9.2897,111,0.644,0,1005.8,Foggy starting in the morning continuing until evening.
2016-01-05 18:00:00.000 +0100,Foggy,snow,-2.244444444,-2.244444444,1,3.1878,148,0.7889,0,1006.3,Foggy starting in the morning continuing until evening.
2016-01-05 19:00:00.000 +0100,Foggy,snow,-2.144444444,-5.938888889,1,10.2879,110,1.7388,0,1006.7,Foggy starting in the morning continuing until evening.
2016-01-05 20:00:00.000 +0100,Overcast,snow,-1.183333333,-2.961111111,0.93,5.0876,108,3.3971,0,1006.61,Foggy starting in the morning continuing until evening.
2016-01-05 21:00:00.000 +0100,Overcast,snow,-1.183333333,-3.538888889,0.96,6.4078,97,3.864,0,1006.5,Foggy starting in the morning continuing until evening.
2016-01-05 22:00:00.000 +0100,Overcast,snow,-1.283333333,-3.888888889,0.93,7.0196,96,5.1359,0,1006.5,Foggy starting in the morning continuing until evening.
2016-01-05 23:00:00.000 +0100,Overcast,snow,-1.694444444,-5.627777778,0.96,11.1734,60,5.8604,0,1006.12,Foggy starting in the morning continuing until evening.
2016-01-06 00:00:00.000 +0100,Overcast,snow,-1.238888889,-5.1,0.92,11.27,60,5.8604,0,1007.5,Foggy starting in the afternoon.
2016-01-06 01:00:00.000 +0100,Mostly Cloudy,snow,-1.244444444,-5.605555556,0.93,13.3952,68,5.2647,0,1005.71,Foggy starting in the afternoon.
2016-01-06 02:00:00.000 +0100,Overcast,snow,-1.672222222,-6.2,0.96,13.7494,41,5.9087,0,1006.22,Foggy starting in the afternoon.
2016-01-06 03:00:00.000 +0100,Overcast,snow,-1.211111111,-5.633333333,0.96,13.7333,60,5.9248,0,1006.04,Foggy starting in the afternoon.
2016-01-06 04:00:00.000 +0100,Overcast,snow,-1.144444444,-4.922222222,0.96,10.9802,60,5.5223,0,1006.04,Foggy starting in the afternoon.
2016-01-06 05:00:00.000 +0100,Overcast,snow,-1.211111111,-5.655555556,0.93,13.8621,41,4.8461,0,1005.99,Foggy starting in the afternoon.
2016-01-06 06:00:00.000 +0100,Overcast,snow,-1.211111111,-4.622222222,0.93,9.5795,40,3.9284,0,1005.72,Foggy starting in the afternoon.
2016-01-06 07:00:00.000 +0100,Foggy,snow,-1.172222222,-4.816666667,0.93,10.465,40,2.9946,0,1005.66,Foggy starting in the afternoon.
2016-01-06 08:00:00.000 +0100,Foggy,snow,-2.177777778,-7.255555556,0.96,15.8746,30,2.9624,0,1005.74,Foggy starting in the afternoon.
2016-01-06 09:00:00.000 +0100,Overcast,snow,-1.161111111,-5.894444444,0.93,15.3594,31,5.8926,0,1005.63,Foggy starting in the afternoon.
2016-01-06 10:00:00.000 +0100,Overcast,snow,-0.955555556,-5.027777778,0.93,12.3809,25,4.7012,0,1005.4,Foggy starting in the afternoon.
2016-01-06 11:00:00.000 +0100,Foggy,snow,-1.138888889,-5.255555556,0.93,12.4131,50,2.9785,0,1005.43,Foggy starting in the afternoon.
2016-01-06 12:00:00.000 +0100,Overcast,snow,-0.05,-3.666666667,0.86,11.2378,21,3.8962,0,1003.87,Foggy starting in the afternoon.
2016-01-06 13:00:00.000 +0100,Foggy,snow,-0.05,-3.9,0.93,12.2521,31,3.1395,0,1003.58,Foggy starting in the afternoon.
2016-01-06 14:00:00.000 +0100,Overcast,snow,-0.094444444,-4.072222222,0.93,12.7995,30,3.4454,0,1002.94,Foggy starting in the afternoon.
2016-01-06 15:00:00.000 +0100,Foggy,snow,-0.094444444,-4.022222222,0.93,12.558,21,2.5116,0,1002.46,Foggy starting in the afternoon.
2016-01-06 16:00:00.000 +0100,Foggy,rain,0.027777778,-3.705555556,0.93,11.8174,38,1.8193,0,1002.53,Foggy starting in the afternoon.
2016-01-06 17:00:00.000 +0100,Foggy,snow,-0.094444444,-4.322222222,0.93,14.007,21,1.449,0,1001.66,Foggy starting in the afternoon.
2016-01-06 18:00:00.000 +0100,Foggy,snow,-0.05,-4.805555556,0.92,16.9855,21,1.7549,0,1000.74,Foggy starting in the afternoon.
2016-01-06 19:00:00.000 +0100,Foggy,snow,-0.011111111,-4.177777778,0.93,13.8138,22,2.737,0,999.92,Foggy starting in the afternoon.
2016-01-06 20:00:00.000 +0100,Foggy,snow,-0.05,-4.572222222,0.93,15.617,20,1.8998,0,999.66,Foggy starting in the afternoon.
2016-01-06 21:00:00.000 +0100,Foggy,snow,-0.022222222,-4.772222222,0.96,16.9694,20,1.8998,0,998.89,Foggy starting in the afternoon.
2016-01-06 22:00:00.000 +0100,Foggy,rain,0.033333333,-5,0.93,18.7887,10,2.9463,0,998.29,Foggy starting in the afternoon.
2016-01-06 23:00:00.000 +0100,Foggy,snow,0,-4.261111111,0.93,14.2968,10,1.8998,0,998.37,Foggy starting in the afternoon.
2016-01-07 00:00:00.000 +0100,Foggy,snow,-0.022222222,-3.511111111,0.96,10.7548,351,1.288,0,997.99,Foggy until afternoon.
2016-01-07 01:00:00.000 +0100,Foggy,rain,0.011111111,-3.627777778,0.97,11.3988,352,1.6261,0,997.31,Foggy until afternoon.
2016-01-07 02:00:00.000 +0100,Foggy,snow,0,-3.494444444,0.96,10.787,349,1.4168,0,997.29,Foggy until afternoon.
2016-01-07 03:00:00.000 +0100,Foggy,snow,0,-4.272222222,0.96,14.3451,340,1.4329,0,997.12,Foggy until afternoon.
2016-01-07 04:00:00.000 +0100,Foggy,rain,0.05,-4.022222222,0.97,13.3791,332,2.0286,0,997.09,Foggy until afternoon.
2016-01-07 05:00:00.000 +0100,Overcast,snow,-0.022222222,-4.211111111,1,13.8943,339,3.8801,0,997.03,Foggy until afternoon.
2016-01-07 06:00:00.000 +0100,Foggy,snow,-0.022222222,-3.588888889,1,11.0607,329,2.9785,0,997.24,Foggy until afternoon.
2016-01-07 07:00:00.000 +0100,Foggy,rain,0.027777778,-3.955555556,0.99,12.9605,310,2.0447,0,997.81,Foggy until afternoon.
2016-01-07 08:00:00.000 +0100,Foggy,snow,0,-4.75,1,17.0016,310,1.932,0,998.51,Foggy until afternoon.
2016-01-07 09:00:00.000 +0100,Foggy,snow,0,-4.155555556,1,13.7655,300,1.9803,0,999.29,Foggy until afternoon.
2016-01-07 10:00:00.000 +0100,Foggy,rain,0.077777778,-4,0.99,13.4757,302,2.1413,0,999.76,Foggy until afternoon.
2016-01-07 11:00:00.000 +0100,Foggy,snow,0,-5.405555556,1,21.2842,300,2.0286,0,1000.07,Foggy until afternoon.
2016-01-07 12:00:00.000 +0100,Foggy,rain,0.022222222,-5.8,1,24.5203,290,2.0286,0,999.91,Foggy until afternoon.
2016-01-07 13:00:00.000 +0100,Overcast,rain,0.088888889,-5.511111111,0.99,22.9103,302,3.4293,0,1000.37,Foggy until afternoon.
2016-01-07 14:00:00.000 +0100,Overcast,rain,0.072222222,-5.911111111,0.99,25.9532,290,3.6547,0,1000.77,Foggy until afternoon.
2016-01-07 15:00:00.000 +0100,Mostly Cloudy,rain,0.072222222,-5.161111111,0.99,20.1894,291,8.8872,0,1000.86,Foggy until afternoon.
2016-01-07 16:00:00.000 +0100,Mostly Cloudy,rain,0.038888889,-4.283333333,0.99,14.6671,292,7.9051,0,1001.22,Foggy until afternoon.
2016-01-07 17:00:00.000 +0100,Mostly Cloudy,rain,0.005555556,-4.483333333,0.99,15.5043,280,6.118,0,1001.72,Foggy until afternoon.
2016-01-07 18:00:00.000 +0100,Mostly Cloudy,snow,-0.066666667,-4.377777778,1,14.4739,290,6.118,0,1002.53,Foggy until afternoon.
2016-01-07 19:00:00.000 +0100,Partly Cloudy,snow,-2.077777778,-2.077777778,0.99,3.381,332,7.9051,0,1003.44,Foggy until afternoon.
2016-01-07 20:00:00.000 +0100,Clear,snow,-2.883333333,-7.066666667,1,11.2056,241,6.118,0,1003.82,Foggy until afternoon.
2016-01-07 21:00:00.000 +0100,Foggy,snow,-4.016666667,-7.361111111,1,7.7924,221,0.5796,0,1004.4,Foggy until afternoon.
2016-01-07 22:00:00.000 +0100,Partly Cloudy,snow,-3.427777778,-6,0.97,6.118,247,3.8157,0,1004.67,Foggy until afternoon.
2016-01-07 23:00:00.000 +0100,Foggy,snow,-6.727777778,-11.56666667,0.99,10.7387,171,0.1932,0,1005,Foggy until afternoon.
2016-01-08 00:00:00.000 +0100,Foggy,snow,-4.672222222,-7.444444444,1,6.1502,210,0.1932,0,1005.39,Foggy until evening.
2016-01-08 01:00:00.000 +0100,Foggy,snow,-4.511111111,-6.938888889,0.97,5.4901,206,0.161,0,1005.55,Foggy until evening.
2016-01-08 02:00:00.000 +0100,Foggy,snow,-5.644444444,-8.616666667,0.96,6.2629,161,0.161,0,1005.5,Foggy until evening.
2016-01-08 03:00:00.000 +0100,Foggy,snow,-5.111111111,-7.95,0.96,6.1502,190,0.1932,0,1006.2,Foggy until evening.
2016-01-08 04:00:00.000 +0100,Foggy,snow,-4.45,-6.672222222,0.93,5.1037,172,0.5313,0,1006.71,Foggy until evening.
2016-01-08 05:00:00.000 +0100,Foggy,snow,-4.044444444,-4.044444444,1,1.2075,156,0.161,0,1007.01,Foggy until evening.
2016-01-08 06:00:00.000 +0100,Foggy,snow,-2.955555556,-2.955555556,1,1.7871,239,0.1932,0,1007.94,Foggy until evening.
2016-01-08 07:00:00.000 +0100,Foggy,snow,-3.011111111,-3.011111111,1,2.6082,248,0.1771,0,1009.27,Foggy until evening.
2016-01-08 08:00:00.000 +0100,Foggy,snow,-2.916666667,-2.916666667,0.93,3.3649,306,0.322,0,1009.51,Foggy until evening.
2016-01-08 09:00:00.000 +0100,Foggy,snow,-2.85,-5.9,0.92,7.5509,40,0.3381,0,1010.6,Foggy until evening.
